timestamp,patients_arrived,ambulance_arrivals,patients_waiting,patients_treated,beds_total,beds_occupied,beds_available,doctors_available,nurses_available,support_staff_available,average_wait_time,average_treatment_time,admissions,discharges,arrival_rate_per_hour,treatment_rate_per_hour,bed_occupancy_rate,staff_capacity_score,congestion_score,high_congestion_next_60min
2026-09-02 09:15,8,1,0,8,70,41,29,14,26,11,12.6,36.4,2,1,23,23,0.5857,0.9,9.5,0
2026-09-02 09:30,6,1,0,6,70,41,29,13,27,11,12.4,36.9,2,2,23,23,0.5857,0.8917,9.6,0
2026-09-02 09:45,7,1,0,7,70,40,30,14,28,11,14.0,36.1,1,2,25,25,0.5714,0.93,8.9,0
2026-09-02 10:00,6,1,0,6,70,39,31,14,29,10,15.0,36.1,1,2,27,27,0.5571,0.9283,8.6,0
2026-09-02 10:15,7,1,0,7,70,37,33,13,28,11,14.9,35.5,1,3,26,26,0.5286,0.9067,6.8,0
2026-09-02 10:30,8,1,1,7,70,35,35,14,27,10,14.6,35.4,1,3,28,27,0.5,0.8983,6.6,0
2026-09-02 10:45,6,1,0,7,70,36,34,14,27,11,14.7,35.7,2,1,27,27,0.5143,0.915,6.1,0
2026-09-02 11:00,6,1,0,6,70,35,35,13,28,11,14.5,35.6,1,2,27,27,0.5,0.9067,5.4,0
2026-09-02 11:15,5,1,0,5,70,34,36,14,26,11,14.4,36.3,1,2,25,25,0.4857,0.9,4.1,0
2026-09-02 11:30,5,1,0,5,70,33,37,14,27,10,14.0,35.9,2,3,22,23,0.4714,0.8983,2.2,0
2026-09-02 11:45,8,1,0,8,70,34,36,14,28,10,14.3,35.7,3,2,24,24,0.4857,0.9133,3.6,0
2026-09-02 12:00,5,0,0,5,70,33,37,15,26,11,15.0,35.7,1,2,23,23,0.4714,0.9233,2.9,0
2026-09-02 12:15,3,0,0,3,70,33,37,15,27,10,14.8,34.8,1,1,21,21,0.4714,0.9217,2.4,0
2026-09-02 12:30,1,0,0,1,70,32,38,13,26,10,14.7,36.1,1,2,17,17,0.4571,0.86,2.4,0
2026-09-02 12:45,8,1,0,8,70,32,38,14,27,10,13.0,35.0,1,1,17,17,0.4571,0.8983,1.9,0
2026-09-02 13:00,3,0,0,3,70,30,40,14,28,9,14.2,35.2,0,2,15,15,0.4286,0.8967,1.9,0
2026-09-02 13:15,4,0,0,4,70,29,41,14,26,9,14.7,35.5,1,2,16,16,0.4143,0.8667,2.3,0
2026-09-02 13:30,6,1,0,6,70,28,42,15,25,11,14.2,34.2,1,2,21,21,0.4,0.9083,2.5,0
2026-09-02 13:45,10,1,1,9,70,28,42,14,27,11,13.2,33.6,2,2,23,22,0.4,0.915,3.8,0
2026-09-02 14:00,6,0,0,7,70,27,43,13,28,12,12.8,33.4,2,3,26,26,0.3857,0.9233,3.7,0
2026-09-02 14:15,7,1,0,7,70,27,43,13,26,11,12.5,33.3,2,2,29,29,0.3857,0.8767,5.2,0
2026-09-02 14:30,11,1,0,11,70,28,42,14,27,10,11.8,33.4,2,1,34,34,0.4,0.8983,6.2,0
2026-09-02 14:45,4,0,0,4,70,27,43,15,30,11,12.2,33.5,0,1,28,29,0.3857,0.9833,3.5,0
2026-09-02 15:00,10,1,2,8,70,29,41,13,21,8,13.4,33.9,3,1,32,30,0.4143,0.7517,9.4,0
2026-09-02 15:15,8,1,2,8,70,28,42,13,23,9,13.2,33.5,2,3,33,31,0.4,0.7983,9.0,0
2026-09-02 15:30,11,1,7,6,70,28,42,12,22,9,16.7,34.1,2,2,33,26,0.4,0.76,17.6,0
2026-09-02 15:45,7,1,5,9,70,28,42,14,23,10,18.3,34.4,2,2,36,31,0.4,0.8383,14.6,0
2026-09-02 16:00,6,0,2,9,70,28,42,12,22,9,17.3,34.2,2,2,32,32,0.4,0.76,8.3,0
2026-09-02 16:15,5,0,0,7,70,28,42,11,23,9,16.8,34.2,1,1,29,31,0.4,0.7517,5.8,0
2026-09-02 16:30,10,1,3,7,70,27,43,12,21,9,17.7,34.5,1,2,28,32,0.3857,0.745,6.1,0
2026-09-02 16:45,6,0,0,9,70,27,43,12,25,8,16.5,34.3,2,2,27,32,0.3857,0.7883,4.6,0
2026-09-02 17:00,8,0,0,8,70,28,42,12,23,9,15.6,35.3,2,1,29,31,0.4,0.775,5.1,0
2026-09-02 17:15,9,1,1,8,70,30,40,13,22,9,13.4,35.2,2,0,33,32,0.4286,0.7833,8.4,0
2026-09-02 17:30,9,1,3,7,70,31,39,11,23,8,14.0,34.9,2,1,32,32,0.4429,0.735,8.1,0
2026-09-02 17:45,7,0,2,8,70,31,39,13,24,9,13.6,34.3,1,1,33,31,0.4429,0.8133,8.8,0
2026-09-02 18:00,8,0,4,6,70,32,38,12,20,9,15.8,34.8,2,1,33,29,0.4571,0.73,12.5,0
2026-09-02 18:15,2,0,0,6,70,34,36,12,22,9,15.5,35.2,2,0,26,27,0.4857,0.76,5.6,0
2026-09-02 18:30,12,1,5,7,70,34,36,10,22,8,17.3,35.2,1,1,29,27,0.4857,0.6967,12.2,0
2026-09-02 18:45,11,1,7,9,70,33,37,13,24,8,18.5,35.3,2,3,33,28,0.4714,0.7967,16.4,0
2026-09-02 19:00,7,0,6,8,70,33,37,13,23,8,18.7,35.5,2,2,32,30,0.4714,0.7817,13.1,0
2026-09-02 19:15,15,1,13,8,70,34,36,13,22,9,22.6,35.4,3,2,45,32,0.4857,0.7833,32.7,0
2026-09-02 19:30,6,0,12,7,70,35,35,11,24,9,24.3,34.7,1,0,39,32,0.5,0.7667,28.7,0
2026-09-02 19:45,9,1,12,9,70,35,35,12,23,9,26.7,34.7,1,1,37,32,0.5,0.775,27.7,0
2026-09-02 20:00,12,1,14,10,70,37,33,11,25,9,27.0,35.1,3,1,42,34,0.5286,0.7767,34.6,0
2026-09-02 20:15,8,1,15,7,70,39,31,12,23,9,29.1,34.8,2,0,35,33,0.5571,0.755,32.5,1
2026-09-02 20:30,14,1,21,8,70,40,30,11,22,9,33.2,35.5,2,1,43,34,0.5714,0.6817,48.9,1
2026-09-02 20:45,13,1,27,7,70,40,30,12,25,9,40.1,35.5,2,2,47,32,0.5714,0.72,62.1,1
2026-09-02 21:00,9,1,26,10,70,42,28,12,22,9,45.4,36.2,2,0,44,32,0.6,0.67,63.8,1
2026-09-02 21:15,9,1,27,8,70,44,26,12,23,9,49.5,36.8,2,0,45,33,0.6286,0.67,68.4,0
2026-09-02 21:30,4,0,22,9,70,46,24,12,21,9,50.6,36.4,2,0,35,34,0.6571,0.655,56.1,0
2026-09-02 21:45,8,1,22,8,70,47,23,13,22,8,49.8,36.1,3,2,30,35,0.6714,0.6717,52.6,0
2026-09-02 22:00,4,0,19,7,70,49,21,12,23,8,48.6,37.5,2,0,25,32,0.7,0.6683,49.5,0
2026-09-02 22:15,6,0,19,6,70,49,21,11,21,8,50.4,38.5,1,1,22,30,0.7,0.615,50.3,0
2026-09-02 22:30,7,1,20,6,70,50,20,11,24,9,51.8,38.0,2,1,25,27,0.7143,0.6667,52.9,0
2026-09-02 22:45,6,0,18,8,70,51,19,13,24,8,51.5,38.3,2,1,23,27,0.7286,0.7017,50.6,0
2026-09-02 23:00,0,0,14,4,70,51,19,7,16,7,51.2,39.2,2,2,19,24,0.7286,0.445,49.3,0
2026-09-02 23:15,1,0,10,5,70,51,19,8,17,6,48.9,39.1,1,1,14,23,0.7286,0.4867,43.4,0
2026-09-02 23:30,1,0,5,6,70,52,18,8,16,6,45.0,39.8,2,1,8,23,0.7429,0.4917,37.6,0
2026-09-02 23:45,1,0,1,5,70,53,17,8,15,7,40.6,41.2,2,1,3,20,0.7571,0.5083,34.1,0
2026-09-03 00:00,3,0,0,4,70,52,18,7,15,6,37.3,40.8,1,2,6,20,0.7429,0.4783,32.1,0
2026-09-03 00:15,1,0,0,1,70,51,19,8,17,6,32.5,41.4,0,1,6,16,0.7286,0.5367,28.2,0
2026-09-03 00:30,0,0,0,0,70,51,19,7,17,6,29.5,41.4,0,0,5,10,0.7286,0.5133,27.1,0
2026-09-03 00:45,1,0,0,1,70,50,20,8,17,5,27.8,40.9,0,1,5,6,0.7143,0.525,26.0,0
2026-09-03 01:00,3,0,0,3,70,51,19,8,17,5,24.9,40.9,1,0,5,5,0.7286,0.52,26.3,0
2026-09-03 01:15,3,0,0,3,70,50,20,8,17,6,22.8,41.1,0,1,7,7,0.7143,0.5417,24.2,0
2026-09-03 01:30,1,0,0,1,70,50,20,8,18,6,20.8,41.3,0,0,8,8,0.7143,0.5567,23.0,0
2026-09-03 01:45,3,0,0,3,70,51,19,8,16,6,21.3,41.7,1,0,10,10,0.7286,0.5217,24.6,0
2026-09-03 02:00,2,0,0,2,70,50,20,8,15,7,20.3,41.2,0,1,9,9,0.7143,0.5283,23.2,0
2026-09-03 02:15,1,0,0,1,70,49,21,7,17,7,21.9,40.4,0,1,7,7,0.7,0.535,23.0,0
2026-09-03 02:30,4,0,0,4,70,48,22,9,17,6,21.3,40.1,1,2,10,10,0.6857,0.565,21.4,0
2026-09-03 02:45,2,0,0,2,70,49,21,8,17,6,20.3,40.2,1,0,9,9,0.7,0.5417,22.1,0
2026-09-03 03:00,1,0,0,1,70,48,22,9,16,5,19.7,39.1,0,1,8,8,0.6857,0.5333,21.1,0
2026-09-03 03:15,1,0,0,1,70,48,22,9,18,6,18.7,39.2,1,1,8,8,0.6857,0.58,19.9,0
2026-09-03 03:30,2,0,0,2,70,47,23,8,18,6,18.2,39.5,1,2,6,6,0.6714,0.5567,19.2,0
2026-09-03 03:45,4,1,0,4,70,46,24,8,16,6,19.9,39.4,0,1,8,8,0.6571,0.5267,19.6,0
2026-09-03 04:00,1,0,0,1,70,45,25,7,16,5,19.6,40.2,0,1,8,8,0.6429,0.4867,19.2,0
2026-09-03 04:15,1,0,0,1,70,44,26,8,17,6,18.7,39.5,0,1,8,8,0.6286,0.5417,17.1,0
2026-09-03 04:30,1,0,0,1,70,43,27,8,16,6,18.5,39.7,0,1,7,7,0.6143,0.5267,16.4,0
2026-09-03 04:45,0,0,0,0,70,42,28,8,16,5,18.5,39.6,0,1,3,3,0.6,0.51,15.8,0
2026-09-03 05:00,4,1,0,4,70,42,28,7,18,6,18.1,39.3,1,1,6,6,0.6,0.5333,15.3,0
2026-09-03 05:15,2,0,0,2,70,42,28,8,16,6,19.3,40.2,1,1,7,7,0.6,0.5267,15.9,0
2026-09-03 05:30,4,1,0,4,70,43,27,9,17,7,19.2,38.9,1,0,10,10,0.6143,0.5817,15.9,0
2026-09-03 05:45,3,0,0,3,70,44,26,8,17,6,19.9,39.6,2,1,13,13,0.6286,0.5417,17.7,0
2026-09-03 06:00,2,0,0,2,70,44,26,7,16,7,20.3,40.1,1,1,11,11,0.6286,0.52,18.2,0
2026-09-03 06:15,2,0,0,2,70,45,25,9,17,5,21.2,40.8,1,0,11,11,0.6429,0.5483,19.1,0
2026-09-03 06:30,3,0,0,3,70,44,26,8,16,6,21.3,40.1,0,1,10,10,0.6286,0.5267,18.6,0
